대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
2203,25일 → 말일+1,25,1,200,0,200,0.55,0.49,57.0,43.0,17.05,-9.06,3.31,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,0.23,0.18,3.16,-3.14,0.4785,0.5455,0.3886,0.3886,,False,예
2203,25일 → 말일+2,25,2,200,0,200,0.58,0.71,58.5,41.5,21.65,-15.26,4.05,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,0.23,0.36,4.88,-4.88,0.5135,0.2687,0.1698,0.1698,,False,예
2203,25일 → 말일+3,25,3,200,0,200,0.6,0.52,56.5,43.5,21.21,-14.88,4.27,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,0.25,0.09,3.15,-3.15,0.4815,0.7802,0.3666,0.3666,,False,예
2001,15일 → 말일-3,15,-3,362,0,362,-1.04,-0.77,43.65,56.35,13.82,-30.2,5.11,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.55,-0.63,-4.67,4.72,0.0629,0.002,0.0679,0.0639,,False,예
2001,15일 → 말일-2,15,-2,362,0,362,-1.33,-1.02,41.44,58.56,19.17,-31.95,5.48,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.57,-0.66,-4.16,4.19,0.0649,0.002,0.1059,0.1049,,False,예
2001,15일 → 말일-1,15,-1,362,0,362,-1.22,-0.68,44.75,55.25,22.42,-24.14,5.54,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.62,-0.5,-3.35,3.44,0.032,0.02,0.1918,0.1798,,False,예
2001,15일 → 말일,15,0,362,0,362,-0.91,-0.49,45.58,54.14,20.85,-22.61,5.71,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.66,-0.54,-5.05,4.85,0.031,0.02,0.0569,0.0689,,False,예
2001,15일 → 말일+1,15,1,362,0,362,-0.52,-0.15,48.34,51.66,25.43,-24.6,5.95,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.66,-0.49,-5.12,5.17,0.027,0.03,0.047,0.04,,False,예
2001,15일 → 말일+2,15,2,362,0,362,-0.47,-0.16,48.9,51.1,30.93,-28.65,6.29,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.67,-0.48,-4.22,4.26,0.034,0.0639,0.1039,0.1049,,False,예
2001,15일 → 말일+3,15,3,362,0,362,-0.42,-0.27,48.07,51.93,35.91,-29.44,6.5,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.65,-0.58,-4.42,4.42,0.0519,0.0509,0.0779,0.0779,,False,예
2001,16일 → 말일-3,16,-3,362,0,362,-1.01,-0.44,45.58,54.42,13.41,-23.62,4.81,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.52,-0.3,-2.74,2.79,0.0799,0.1029,0.2697,0.2408,,False,예
2001,16일 → 말일-2,16,-2,362,0,362,-1.3,-0.91,42.27,57.73,18.74,-25.07,5.18,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.54,-0.55,-3.33,3.37,0.0789,0.011,0.2048,0.2018,,False,예
2001,16일 → 말일-1,16,-1,362,0,362,-1.18,-0.65,43.09,56.91,21.98,-22.48,5.3,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.59,-0.47,-5.01,5.1,0.0509,0.03,0.0519,0.042,,False,예
2001,16일 → 말일,16,0,362,0,362,-0.88,-0.5,46.96,53.04,20.41,-22.61,5.47,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.63,-0.54,-3.67,3.74,0.043,0.019,0.1728,0.1538,,False,예
2001,16일 → 말일+1,16,1,362,0,362,-0.49,-0.15,48.34,51.66,25.32,-23.0,5.73,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.63,-0.49,-5.12,5.17,0.036,0.03,0.047,0.04,,False,예
2001,16일 → 말일+2,16,2,362,0,362,-0.43,0.0,50.0,50.0,30.81,-27.13,6.08,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.64,-0.31,-3.12,3.16,0.046,0.2188,0.2348,0.2348,,False,예
2001,16일 → 말일+3,16,3,362,0,362,-0.38,-0.19,48.62,51.38,35.79,-27.94,6.29,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.61,-0.5,-3.86,3.86,0.0719,0.0939,0.1299,0.1299,,False,예
2001,17일 → 말일-3,17,-3,362,0,362,-0.79,-0.3,46.69,53.31,13.41,-22.64,4.63,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.3,-0.17,-1.64,1.68,0.2967,0.3367,0.5045,0.4755,,False,예
2001,17일 → 말일-2,17,-2,362,0,362,-1.08,-0.77,43.65,56.35,18.74,-24.59,4.99,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.33,-0.41,-1.95,1.98,0.3017,0.0549,0.4555,0.4545,,False,예
2001,17일 → 말일-1,17,-1,362,0,362,-0.96,-0.51,44.75,54.97,21.98,-22.48,5.13,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.37,-0.34,-3.35,3.16,0.2068,0.1359,0.1918,0.2088,,False,예
2001,17일 → 말일,17,0,362,0,362,-0.66,-0.37,46.69,53.31,20.41,-22.61,5.36,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.4,-0.42,-3.95,4.02,0.2098,0.0529,0.1389,0.1269,,False,예
2001,17일 → 말일+1,17,1,362,0,362,-0.27,-0.04,49.45,50.55,25.32,-18.08,5.65,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.41,-0.37,-4.02,4.07,0.1838,0.1069,0.1029,0.0979,,False,예
2001,17일 → 말일+2,17,2,362,0,362,-0.21,0.05,50.28,49.72,30.81,-22.47,5.99,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.41,-0.27,-2.84,2.88,0.2018,0.2937,0.2687,0.2687,,True,예
2001,17일 → 말일+3,17,3,362,0,362,-0.16,0.15,50.55,49.45,35.79,-23.34,6.19,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.39,-0.16,-1.93,1.93,0.2557,0.5924,0.4505,0.4505,,True,예
2001,18일 → 말일-3,18,-3,362,0,362,-0.68,-0.3,46.69,53.31,13.41,-22.64,4.29,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.19,-0.16,-1.64,1.68,0.5125,0.3546,0.5045,0.4755,,False,예
2001,18일 → 말일-2,18,-2,362,0,362,-0.96,-0.68,43.92,56.08,18.74,-24.59,4.73,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.21,-0.32,-1.68,1.71,0.5005,0.1199,0.5155,0.5175,,False,예
2001,18일 → 말일-1,18,-1,362,0,362,-0.84,-0.57,46.41,53.59,21.98,-20.88,4.91,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.25,-0.39,-1.69,1.78,0.3946,0.0809,0.5175,0.4845,,False,예
2001,18일 → 말일,18,0,362,0,362,-0.53,-0.15,47.79,52.21,20.41,-21.02,5.21,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.28,-0.19,-2.84,2.91,0.4076,0.3616,0.3097,0.2907,,False,예
2001,18일 → 말일+1,18,1,362,0,362,-0.15,0.34,51.1,48.9,25.32,-18.08,5.42,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.29,0.0,-2.36,2.41,0.3317,0.975,0.3546,0.3337,,True,예
2001,18일 → 말일+2,18,2,362,0,362,-0.09,0.13,51.1,48.62,30.81,-22.47,5.75,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.29,-0.19,-2.01,1.78,0.3506,0.4486,0.4326,0.4935,,True,예
2001,18일 → 말일+3,18,3,362,0,362,-0.04,0.17,51.38,48.62,35.79,-23.34,6.04,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.27,-0.14,-1.1,1.1,0.4276,0.6444,0.6693,0.6693,,True,예
2001,19일 → 말일-3,19,-3,362,0,362,-0.58,-0.36,44.2,55.8,20.6,-22.64,3.97,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.09,-0.22,-4.12,4.17,0.7502,0.2168,0.1029,0.0939,,False,예
2001,19일 → 말일-2,19,-2,362,0,362,-0.86,-0.6,41.44,58.56,22.06,-24.59,4.42,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.11,-0.24,-4.16,4.19,0.6943,0.2298,0.1059,0.1049,,False,예
2001,19일 → 말일-1,19,-1,362,0,362,-0.74,-0.58,45.58,54.42,26.56,-18.57,4.65,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.15,-0.41,-2.52,2.61,0.6194,0.0659,0.3147,0.2917,,False,예
2001,19일 → 말일,19,0,362,0,362,-0.43,-0.31,45.86,54.14,32.85,-17.07,5.04,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.17,-0.35,-4.78,4.85,0.6174,0.1019,0.0789,0.0689,,False,예
2001,19일 → 말일+1,19,1,362,0,362,-0.04,0.11,50.55,49.45,28.83,-18.08,5.25,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.18,-0.22,-2.91,2.96,0.5275,0.3057,0.2567,0.2258,,True,예
2001,19일 → 말일+2,19,2,362,0,362,0.02,0.18,52.21,47.79,32.53,-22.47,5.64,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.18,-0.13,-0.91,0.95,0.5594,0.5954,0.7632,0.7622,,False,예
2001,19일 → 말일+3,19,3,362,0,362,0.08,0.15,51.1,48.9,33.77,-23.34,5.96,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.16,-0.16,-1.38,1.38,0.6394,0.5974,0.5874,0.5874,,False,예
2001,20일 → 말일-3,20,-3,359,0,359,-0.53,-0.27,46.24,53.76,11.07,-22.84,3.61,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.04,-0.13,-2.08,2.13,0.8681,0.4635,0.4156,0.3766,,False,예
2001,20일 → 말일-2,20,-2,362,0,362,-0.82,-0.61,41.99,58.01,16.1,-24.78,4.01,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.06,-0.25,-3.61,3.64,0.8092,0.2078,0.1668,0.1668,,False,예
2001,20일 → 말일-1,20,-1,362,0,362,-0.7,-0.43,43.65,56.08,19.26,-16.15,4.23,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.1,-0.26,-4.46,4.27,0.7283,0.2577,0.0919,0.0999,,False,예
2001,20일 → 말일,20,0,362,0,362,-0.38,-0.06,48.9,51.1,21.66,-16.1,4.61,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.13,-0.1,-1.74,1.81,0.7233,0.6314,0.5694,0.5375,,False,예
2001,20일 → 말일+1,20,1,362,0,362,0.0,-0.09,49.45,50.55,17.98,-17.87,4.79,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.13,-0.43,-4.02,4.07,0.6164,0.0629,0.1029,0.0979,,True,예
2001,20일 → 말일+2,20,2,362,0,362,0.06,0.08,51.1,48.9,21.37,-17.2,5.17,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.14,-0.23,-2.01,2.05,0.6484,0.3516,0.4326,0.4376,,False,예
2001,20일 → 말일+3,20,3,362,0,362,0.12,0.28,53.04,46.96,22.87,-17.12,5.54,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.11,-0.03,0.56,-0.56,0.7283,0.9041,0.8741,0.8741,,False,예
2001,21일 → 말일-3,21,-3,359,0,359,-0.52,-0.19,45.68,54.04,13.8,-22.38,3.45,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.03,-0.06,-2.64,2.41,0.8931,0.7702,0.2897,0.3127,,False,예
2001,21일 → 말일-2,21,-2,359,0,359,-0.8,-0.44,43.73,55.99,19.16,-24.33,3.93,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,-0.05,-0.09,-1.87,1.62,0.8402,0.6583,0.4765,0.5485,,False,예
2001,21일 → 말일-1,21,-1,362,0,362,-0.68,-0.46,44.2,55.8,22.4,-15.65,4.12,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,-0.08,-0.28,-3.9,3.99,0.7672,0.2078,0.1299,0.1229,,False,예
2001,21일 → 말일,21,0,362,0,362,-0.36,-0.26,47.51,52.49,21.66,-14.6,4.5,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,-0.11,-0.31,-3.12,3.19,0.7532,0.1508,0.2707,0.2488,,False,예
2001,21일 → 말일+1,21,1,362,0,362,0.02,0.06,50.55,49.17,18.11,-15.55,4.6,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,-0.12,-0.28,-2.91,2.69,0.6583,0.1948,0.2567,0.2747,,False,예
2001,21일 → 말일+2,21,2,362,0,362,0.08,0.09,51.1,48.9,21.37,-15.65,5.01,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,-0.13,-0.23,-2.01,2.05,0.6813,0.3636,0.4326,0.4376,,False,예
2001,21일 → 말일+3,21,3,362,0,362,0.14,0.36,53.31,46.69,22.5,-16.58,5.41,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,-0.1,0.05,0.83,-0.83,0.7612,0.8981,0.7962,0.7962,,False,예
2001,22일 → 말일-3,22,-3,352,0,352,-0.34,-0.17,47.16,52.56,11.57,-18.81,3.04,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,0.15,-0.03,-1.16,0.93,0.6494,0.8342,0.6454,0.6853,,False,예
2001,22일 → 말일-2,22,-2,359,0,359,-0.61,-0.39,45.13,54.87,16.82,-20.84,3.64,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,0.14,-0.04,-0.47,0.5,0.6653,0.8432,0.8761,0.8761,,False,예
2001,22일 → 말일-1,22,-1,361,0,361,-0.47,-0.23,45.98,54.02,20.0,-14.15,3.89,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,0.12,-0.05,-2.12,2.21,0.7043,0.8112,0.4106,0.3806,,False,예
2001,22일 → 말일,22,0,362,0,362,-0.15,-0.05,49.72,50.28,21.66,-14.3,4.4,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,0.1,-0.09,-0.91,0.98,0.7303,0.6793,0.8062,0.7682,,False,예
2001,22일 → 말일+1,22,1,362,0,362,0.24,0.34,53.59,46.13,19.96,-14.78,4.61,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,0.1,0.01,0.13,-0.35,0.7852,0.986,1.0,0.956,,False,예
2001,22일 → 말일+2,22,2,362,0,362,0.3,0.31,53.59,46.41,22.19,-16.84,5.08,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,0.1,-0.01,0.47,-0.43,0.8182,0.9351,0.8851,0.8771,,False,예
2001,22일 → 말일+3,22,3,362,0,362,0.36,0.46,54.97,45.03,29.56,-17.77,5.6,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,0.13,0.16,2.49,-2.49,0.7473,0.6374,0.3536,0.3536,,False,예
2001,23일 → 말일-3,23,-3,334,0,334,-0.03,0.0,50.0,49.7,16.42,-11.82,2.81,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,0.46,0.14,1.68,-1.93,0.1538,0.5425,0.5614,0.4825,,False,예
2001,23일 → 말일-2,23,-2,356,0,356,-0.31,-0.12,47.19,52.81,17.82,-16.15,3.4,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,0.45,0.23,1.59,-1.56,0.1738,0.2707,0.5504,0.5824,,False,예
2001,23일 → 말일-1,23,-1,361,0,361,-0.16,0.13,52.08,47.92,22.16,-18.41,3.77,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,0.44,0.31,3.97,-3.89,0.1538,0.2008,0.1319,0.1449,,True,예
2001,23일 → 말일,23,0,362,0,362,0.16,0.25,54.14,45.86,28.24,-11.75,4.29,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,0.41,0.21,3.51,-3.44,0.1818,0.3407,0.1568,0.1728,,False,예
2001,23일 → 말일+1,23,1,362,0,362,0.55,0.56,57.18,42.82,24.36,-14.78,4.57,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,0.41,0.23,3.72,-3.67,0.2108,0.3487,0.1499,0.1688,,False,예
2001,23일 → 말일+2,23,2,362,0,362,0.61,0.57,55.25,44.75,27.93,-16.59,5.01,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,0.41,0.25,2.13,-2.09,0.2378,0.3856,0.4046,0.4086,,False,예
2001,23일 → 말일+3,23,3,362,0,362,0.68,0.57,56.91,43.09,34.02,-17.52,5.57,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,0.45,0.26,4.42,-4.42,0.2228,0.4356,0.0879,0.0879,,False,예
2001,24일 → 말일-3,24,-3,307,0,307,0.05,0.01,50.49,49.51,8.92,-7.29,2.27,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,0.54,0.15,2.17,-2.12,0.1099,0.5235,0.4585,0.4605,,False,예
2001,24일 → 말일-2,24,-2,342,0,342,-0.22,-0.11,47.95,52.05,14.04,-11.43,2.89,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,0.53,0.25,2.35,-2.32,0.1139,0.2597,0.4206,0.4186,,False,예
2001,24일 → 말일-1,24,-1,358,0,358,-0.07,0.1,51.96,47.77,17.15,-13.82,3.35,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,0.52,0.27,3.85,-4.04,0.0849,0.2587,0.1399,0.1279,,True,예
2001,24일 → 말일,24,0,362,0,362,0.25,0.26,54.7,45.3,24.85,-11.0,3.93,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,0.5,0.22,4.06,-3.99,0.1089,0.3187,0.1019,0.1139,,False,예
2001,24일 → 말일+1,24,1,362,0,362,0.64,0.5,56.91,43.09,27.18,-14.78,4.36,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,0.51,0.17,3.44,-3.39,0.1189,0.4835,0.1888,0.2068,,False,예
2001,24일 → 말일+2,24,2,362,0,362,0.71,0.49,57.73,42.27,29.04,-16.85,4.88,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,0.5,0.18,4.62,-4.58,0.1429,0.5634,0.0679,0.0679,,False,예
2001,24일 → 말일+3,24,3,362,0,362,0.77,0.53,56.35,43.65,37.35,-17.78,5.47,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,0.54,0.22,3.87,-3.87,0.1299,0.5035,0.1479,0.1479,,False,예
2001,25일 → 말일-3,25,-3,234,0,234,0.11,0.06,55.13,44.87,8.92,-5.66,1.89,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,0.6,0.2,6.81,-6.76,0.1159,0.4515,0.034,0.042,,False,예
2001,25일 → 말일-2,25,-2,333,0,333,-0.17,-0.02,49.25,50.75,14.04,-11.43,2.41,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,0.58,0.34,3.65,-3.62,0.0889,0.1309,0.2118,0.2098,,False,예
2001,25일 → 말일-1,25,-1,350,0,350,-0.04,0.1,52.57,47.14,17.15,-13.82,2.95,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,0.56,0.27,4.47,-4.67,0.0719,0.2577,0.0909,0.0809,,True,예
2001,25일 → 말일,25,0,362,0,362,0.28,0.34,55.52,44.48,15.65,-11.0,3.43,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,0.53,0.29,4.89,-4.82,0.0819,0.1808,0.0509,0.0569,,False,예
2001,25일 → 말일+1,25,1,362,0,362,0.68,0.62,58.84,41.16,18.82,-14.78,4.0,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,0.54,0.29,5.38,-5.32,0.0969,0.2228,0.043,0.047,,False,예
2001,25일 → 말일+2,25,2,362,0,362,0.74,0.62,59.12,40.88,24.03,-16.85,4.57,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,0.54,0.31,6.0,-5.96,0.1119,0.2897,0.018,0.018,,False,예
2001,25일 → 말일+3,25,3,362,0,362,0.81,0.76,56.63,43.37,28.75,-17.78,5.14,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,0.58,0.45,4.15,-4.15,0.1039,0.1588,0.1129,0.1129,,False,예
