종목,만기월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일
DIA,9,아래,-1.0,최근 10년,10,6.24,0.62,60.0,2.062,32.66,1.54,-0.75,4,3.96,-1.0,1.57,0,2,4.8,예,2016-09-16,2025-09-19
DIA,9,아래,-1.0,최근 5년,5,4.35,0.87,60.0,2.429,29.16,2.0,-0.82,2,3.96,-1.0,2.06,0,1,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-1.5,전체,28,30.02,1.07,71.43,1.591,38.59,2.01,-1.26,8,6.45,-3.21,2.13,2,2,4.57,예,1998-09-18,2025-09-19
DIA,9,아래,-1.5,앞 절반,14,20.02,1.43,71.43,1.539,39.38,2.71,-1.76,4,6.45,-3.21,2.71,2,1,4.21,예,1998-09-18,2011-09-16
DIA,9,아래,-1.5,뒤 절반,14,10.0,0.71,71.43,1.712,36.88,1.3,-0.76,4,3.96,-1.5,1.35,0,1,4.93,예,2012-09-21,2025-09-19
DIA,9,아래,-1.5,최근 10년,10,6.18,0.62,60.0,2.017,33.14,1.54,-0.76,4,3.96,-1.5,1.59,0,1,4.9,예,2016-09-16,2025-09-19
DIA,9,아래,-1.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-2.0,전체,28,29.81,1.06,71.43,1.558,39.09,2.01,-1.29,8,6.45,-3.21,2.15,1,2,4.68,예,1998-09-18,2025-09-19
DIA,9,아래,-2.0,앞 절반,14,19.11,1.36,71.43,1.362,42.34,2.71,-1.99,4,6.45,-3.21,2.79,1,2,4.36,예,1998-09-18,2011-09-16
DIA,9,아래,-2.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-2.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-2.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-2.5,전체,28,28.95,1.03,71.43,1.438,41.01,2.01,-1.39,8,6.45,-3.21,2.2,1,1,4.79,예,1998-09-18,2025-09-19
DIA,9,아래,-2.5,앞 절반,14,18.25,1.3,71.43,1.229,44.85,2.71,-2.2,4,6.45,-3.21,2.88,1,1,4.57,예,1998-09-18,2011-09-16
DIA,9,아래,-2.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-2.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-2.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-3.0,전체,28,28.45,1.02,71.43,1.377,42.08,2.01,-1.46,8,6.45,-3.21,2.23,1,1,4.79,예,1998-09-18,2025-09-19
DIA,9,아래,-3.0,앞 절반,14,17.75,1.27,71.43,1.163,46.22,2.71,-2.33,4,6.45,-3.21,2.93,1,1,4.57,예,1998-09-18,2011-09-16
DIA,9,아래,-3.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-3.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-3.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-3.5,전체,28,27.66,0.99,71.43,1.29,43.68,2.01,-1.55,8,6.45,-3.5,2.29,0,2,4.79,예,1998-09-18,2025-09-19
DIA,9,아래,-3.5,앞 절반,14,16.97,1.21,71.43,1.073,48.25,2.71,-2.52,4,6.45,-3.5,3.02,0,2,4.57,예,1998-09-18,2011-09-16
DIA,9,아래,-3.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-3.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-3.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-4.0,전체,28,29.0,1.04,71.43,1.445,40.91,2.01,-1.39,8,6.45,-4.0,2.22,0,1,4.86,예,1998-09-18,2025-09-19
DIA,9,아래,-4.0,앞 절반,14,18.3,1.31,71.43,1.236,44.72,2.71,-2.19,4,6.45,-4.0,2.9,0,1,4.71,예,1998-09-18,2011-09-16
DIA,9,아래,-4.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-4.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-4.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-4.5,전체,28,28.5,1.02,71.43,1.382,41.98,2.01,-1.45,8,6.45,-4.5,2.26,0,1,4.86,예,1998-09-18,2025-09-19
DIA,9,아래,-4.5,앞 절반,14,17.8,1.27,71.43,1.169,46.1,2.71,-2.31,4,6.45,-4.5,2.98,0,1,4.71,예,1998-09-18,2011-09-16
DIA,9,아래,-4.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-4.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-4.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-5.0,전체,28,28.0,1.0,71.43,1.325,43.01,2.01,-1.51,8,6.45,-5.0,2.31,0,1,4.89,예,1998-09-18,2025-09-19
DIA,9,아래,-5.0,앞 절반,14,17.3,1.24,71.43,1.109,47.41,2.71,-2.44,4,6.45,-5.0,3.05,0,1,4.79,예,1998-09-18,2011-09-16
DIA,9,아래,-5.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-5.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-5.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-5.5,전체,28,27.45,0.98,71.43,1.268,44.09,2.01,-1.58,8,6.45,-5.54,2.36,1,0,4.93,예,1998-09-18,2025-09-19
DIA,9,아래,-5.5,앞 절반,14,16.76,1.2,71.43,1.051,48.76,2.71,-2.57,4,6.45,-5.54,3.14,1,0,4.86,예,1998-09-18,2011-09-16
DIA,9,아래,-5.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-5.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-5.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-6.0,전체,28,27.0,0.96,71.43,1.224,44.96,2.01,-1.64,8,6.45,-6.0,2.41,0,1,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-6.0,앞 절반,14,16.3,1.16,71.43,1.006,49.84,2.71,-2.69,4,6.45,-6.0,3.22,0,1,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-6.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-6.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-6.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-6.5,전체,28,26.5,0.95,71.43,1.179,45.89,2.01,-1.7,8,6.45,-6.5,2.46,0,1,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-6.5,앞 절반,14,15.8,1.13,71.43,0.962,50.98,2.71,-2.81,4,6.45,-6.5,3.3,0,1,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-6.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-6.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-6.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-7.0,전체,28,26.0,0.93,71.43,1.137,46.79,2.01,-1.76,8,6.45,-7.0,2.52,0,1,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-7.0,앞 절반,14,15.3,1.09,71.43,0.921,52.07,2.71,-2.94,4,6.45,-7.0,3.4,0,1,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-7.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-7.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-7.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-7.5,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-7.5,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-7.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-7.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-7.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-8.0,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-8.0,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-8.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-8.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-8.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-8.5,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-8.5,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-8.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-8.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-8.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-9.0,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-9.0,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-9.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-9.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-9.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-9.5,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-9.5,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-9.5,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-9.5,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-9.5,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-10.0,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,-10.0,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,-10.0,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,-10.0,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,-10.0,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,12,위,무손절,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,무손절,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,무손절,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,무손절,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,무손절,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-1.0,전체,33,6.88,0.21,57.58,1.082,48.02,1.13,-1.05,14,3.53,-1.79,1.28,3,10,3.27,예,1993-12-17,2025-12-19
SPY,12,위,-1.0,앞 절반,16,0.73,0.05,50.0,1.087,47.92,1.13,-1.04,8,3.53,-1.79,1.35,1,6,3.38,예,1993-12-17,2008-12-19
SPY,12,위,-1.0,뒤 절반,17,6.15,0.36,64.71,1.077,48.14,1.13,-1.05,6,2.83,-1.17,1.23,2,4,3.18,예,2009-12-18,2025-12-19
SPY,12,위,-1.0,최근 10년,10,0.03,0.0,60.0,0.671,59.85,0.72,-1.08,4,1.43,-1.17,0.98,2,2,3.1,예,2016-12-16,2025-12-19
SPY,12,위,-1.0,최근 5년,5,0.83,0.17,60.0,0.921,52.05,1.0,-1.09,2,1.43,-1.17,1.18,1,1,3.0,아니오,2021-12-17,2025-12-19
SPY,12,위,-1.5,전체,33,11.18,0.34,63.64,0.948,51.33,1.34,-1.41,12,3.95,-1.79,1.59,1,9,3.67,예,1993-12-17,2025-12-19
SPY,12,위,-1.5,앞 절반,16,2.27,0.14,56.25,0.964,50.91,1.3,-1.35,7,3.53,-1.79,1.6,1,4,3.69,예,1993-12-17,2008-12-19
SPY,12,위,-1.5,뒤 절반,17,8.91,0.52,70.59,0.912,52.31,1.37,-1.5,5,3.95,-1.5,1.62,0,5,3.65,예,2009-12-18,2025-12-19
SPY,12,위,-1.5,최근 10년,10,-1.66,-0.17,60.0,0.482,67.47,0.72,-1.5,4,1.43,-1.5,1.19,0,4,3.4,예,2016-12-16,2025-12-19
SPY,12,위,-1.5,최근 5년,5,0.0,0.0,60.0,0.667,59.99,1.0,-1.5,2,1.43,-1.5,1.4,0,2,3.6,아니오,2021-12-17,2025-12-19
SPY,12,위,-2.0,전체,33,14.72,0.45,66.67,0.967,50.85,1.39,-1.43,11,3.95,-2.0,1.65,0,6,4.0,예,1993-12-17,2025-12-19
SPY,12,위,-2.0,앞 절반,16,2.02,0.13,56.25,0.939,51.57,1.3,-1.39,7,3.53,-2.0,1.64,0,3,4.0,예,1993-12-17,2008-12-19
SPY,12,위,-2.0,뒤 절반,17,12.7,0.75,76.47,0.954,51.19,1.44,-1.51,4,3.95,-2.0,1.65,0,3,4.0,예,2009-12-18,2025-12-19
SPY,12,위,-2.0,최근 10년,10,2.62,0.26,70.0,0.706,58.61,0.95,-1.35,3,2.33,-2.0,1.36,0,2,4.0,예,2016-12-16,2025-12-19
SPY,12,위,-2.0,최근 5년,5,3.33,0.67,80.0,0.667,59.99,1.33,-2.0,1,2.33,-2.0,1.62,0,1,4.2,아니오,2021-12-17,2025-12-19
SPY,12,위,-2.5,전체,33,14.69,0.45,66.67,0.965,50.89,1.39,-1.44,11,3.95,-2.5,1.69,0,4,4.06,예,1993-12-17,2025-12-19
SPY,12,위,-2.5,앞 절반,16,0.52,0.03,56.25,0.814,55.14,1.3,-1.6,7,3.53,-2.5,1.77,0,3,4.0,예,1993-12-17,2008-12-19
SPY,12,위,-2.5,뒤 절반,17,14.17,0.83,76.47,1.261,44.24,1.44,-1.14,4,3.95,-2.5,1.56,0,1,4.12,예,2009-12-18,2025-12-19
SPY,12,위,-2.5,최근 10년,10,4.03,0.4,70.0,1.082,48.03,0.95,-0.88,3,2.33,-2.5,1.25,0,1,4.1,예,2016-12-16,2025-12-19
SPY,12,위,-2.5,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-3.0,전체,33,18.72,0.57,69.7,0.989,50.29,1.45,-1.47,10,3.95,-3.0,1.74,0,2,4.15,예,1993-12-17,2025-12-19
SPY,12,위,-3.0,앞 절반,16,-0.88,-0.06,56.25,0.723,58.02,1.3,-1.8,7,3.53,-3.0,1.91,0,2,4.0,예,1993-12-17,2008-12-19
SPY,12,위,-3.0,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-3.0,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-3.0,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-3.5,전체,33,20.05,0.61,69.7,1.087,47.91,1.45,-1.34,10,3.95,-3.5,1.69,0,1,4.24,예,1993-12-17,2025-12-19
SPY,12,위,-3.5,앞 절반,16,0.45,0.03,56.25,0.809,55.29,1.3,-1.61,7,3.53,-3.5,1.83,0,1,4.19,예,1993-12-17,2008-12-19
SPY,12,위,-3.5,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-3.5,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-3.5,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-4.0,전체,33,19.55,0.59,69.7,1.048,48.83,1.45,-1.39,10,3.95,-4.0,1.73,0,1,4.27,예,1993-12-17,2025-12-19
SPY,12,위,-4.0,앞 절반,16,-0.05,-0.0,56.25,0.774,56.35,1.3,-1.68,7,3.53,-4.0,1.9,0,1,4.25,예,1993-12-17,2008-12-19
SPY,12,위,-4.0,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-4.0,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-4.0,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-4.5,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-4.5,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-4.5,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-4.5,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-4.5,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-5.0,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-5.0,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-5.0,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-5.0,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-5.0,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-5.5,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-5.5,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-5.5,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-5.5,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-5.5,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-6.0,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-6.0,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-6.0,뒤 절반,17,19.6,1.15,82.35,2.238,30.89,1.55,-0.69,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-6.0,최근 10년,10,9.46,0.95,80.0,16.822,5.61,1.2,-0.07,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-6.0,최근 5년,5,5.24,1.05,80.0,14.199,6.58,1.33,-0.09,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-6.5,전체,33,23.53,0.71,69.7,1.469,40.5,1.45,-0.99,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-6.5,앞 절반,16,3.93,0.25,56.25,1.169,46.11,1.3,-1.12,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
